Textbox52,CategoryCode,CategoryName,DisplayPrice,TotalCount,SoldCount,AvailCount
"Classic Antarctica Air-Cruise MAG12-CA_2023-24
Start: 12/26/2023 End: 1/2/2024
Vessel: Magellan Explorer",PEN,Penthouse Suite,"$25,395.00",3,3.0,0.0
"Classic Antarctica Air-Cruise MAG12-CA_2023-24
Start: 12/26/2023 End: 1/2/2024
Vessel: Magellan Explorer",DEL,Deluxe Veranda Cabin,"$21,595.00",14,14.0,0.0
"Classic Antarctica Air-Cruise MAG12-CA_2023-24
Start: 12/26/2023 End: 1/2/2024
Vessel: Magellan Explorer",VER,Veranda Cabin,"$19,995.00",9,9.0,0.0
"Classic Antarctica Air-Cruise MAG12-CA_2023-24
Start: 12/26/2023 End: 1/2/2024
Vessel: Magellan Explorer",VERF,Veranda Cabin - Female Share,"$19,995.00",1,1.0,0.0
"Classic Antarctica Air-Cruise MAG12-CA_2023-24
Start: 12/26/2023 End: 1/2/2024
Vessel: Magellan Explorer",POR,Porthole Cabin,"$16,795.00",3,3.0,0.0
"Classic Antarctica Air-Cruise MAG12-CA_2023-24
Start: 12/26/2023 End: 1/2/2024
Vessel: Magellan Explorer",PORF,Porthole Cabin - Female Share,"$16,795.00",1,1.0,0.0
"Classic Antarctica Air-Cruise MAG12-CA_2023-24
Start: 12/26/2023 End: 1/2/2024
Vessel: Magellan Explorer",TRP,Triple Suite,"$15,495.00",1,1.0,0.0
"Classic Antarctica Air-Cruise MAG12-CA_2023-24
Start: 12/26/2023 End: 1/2/2024
Vessel: Magellan Explorer",KAY,Sea Kayaking,$995.00,10,10.0,0.0
"Classic Antarctica Air-Cruise MAG12-CA_2024-25
Start: 12/16/2024 End: 12/23/2024
Vessel: Magellan Explorer",SGL,Single Veranda Cabin,"$26,995.00",3,1.0,2.0
"Classic Antarctica Air-Cruise MAG12-CA_2024-25
Start: 12/16/2024 End: 12/23/2024
Vessel: Magellan Explorer",PEN,Penthouse Suite,"$26,995.00",3,1.0,2.0
"Classic Antarctica Air-Cruise MAG12-CA_2024-25
Start: 12/16/2024 End: 12/23/2024
Vessel: Magellan Explorer",SUT,Suite,"$24,995.00",5,1.0,4.0
"Classic Antarctica Air-Cruise MAG12-CA_2024-25
Start: 12/16/2024 End: 12/23/2024
Vessel: Magellan Explorer",DEL,Deluxe Veranda Cabin,"$21,995.00",16,9.0,7.0
"Classic Antarctica Air-Cruise MAG12-CA_2024-25
Start: 12/16/2024 End: 12/23/2024
Vessel: Magellan Explorer",VER,Veranda Cabin,"$19,995.00",6,4.0,2.0
"Classic Antarctica Air-Cruise MAG12-CA_2024-25
Start: 12/16/2024 End: 12/23/2024
Vessel: Magellan Explorer",VERF,Veranda Cabin - Female Share,"$19,995.00",1,0.0,1.0
"Classic Antarctica Air-Cruise MAG12-CA_2024-25
Start: 12/16/2024 End: 12/23/2024
Vessel: Magellan Explorer",VERM,Veranda Cabin - Male Share,"$19,995.00",1,0.0,1.0
"Classic Antarctica Air-Cruise MAG12-CA_2024-25
Start: 12/16/2024 End: 12/23/2024
Vessel: Magellan Explorer",POR,Porthole Cabin,"$15,995.00",1,1.0,0.0
"Classic Antarctica Air-Cruise MAG12-CA_2024-25
Start: 12/16/2024 End: 12/23/2024
Vessel: Magellan Explorer",PORF,Porthole Cabin - Female Share,"$15,995.00",1,1.0,0.0
"Classic Antarctica Air-Cruise MAG12-CA_2024-25
Start: 12/16/2024 End: 12/23/2024
Vessel: Magellan Explorer",PORM,Porthole Cabin - Male Share,"$15,995.00",1,1.0,0.0
"Classic Antarctica Air-Cruise MAG12-CA_2024-25
Start: 12/16/2024 End: 12/23/2024
Vessel: Magellan Explorer",TRP,Triple Suite,"$17,995.00",1,1.0,0.0
"Classic Antarctica Air-Cruise MAG12-CA_2024-25
Start: 12/16/2024 End: 12/23/2024
Vessel: Magellan Explorer",KAY,Sea Kayaking,$995.00,10,4.0,6.0
"Classic Antarctica Air-Cruise MAG13-CA_2023-24
Start: 12/31/2023 End: 1/7/2024
Vessel: Magellan Explorer",SGL,Single Veranda Cabin,"$28,995.00",3,3.0,0.0
"Classic Antarctica Air-Cruise MAG13-CA_2023-24
Start: 12/31/2023 End: 1/7/2024
Vessel: Magellan Explorer",GRA,Grand Suite,"$28,995.00",6,6.0,0.0
"Classic Antarctica Air-Cruise MAG13-CA_2023-24
Start: 12/31/2023 End: 1/7/2024
Vessel: Magellan Explorer",PEN,Penthouse Suite,"$25,795.00",3,3.0,0.0
"Classic Antarctica Air-Cruise MAG13-CA_2023-24
Start: 12/31/2023 End: 1/7/2024
Vessel: Magellan Explorer",DEL,Deluxe Veranda Cabin,"$21,995.00",14,14.0,0.0
"Classic Antarctica Air-Cruise MAG13-CA_2023-24
Start: 12/31/2023 End: 1/7/2024
Vessel: Magellan Explorer",VER,Veranda Cabin,"$20,995.00",8,8.0,0.0
"Classic Antarctica Air-Cruise MAG13-CA_2023-24
Start: 12/31/2023 End: 1/7/2024
Vessel: Magellan Explorer",POR,Porthole Cabin,"$17,295.00",4,4.0,0.0
"Classic Antarctica Air-Cruise MAG13-CA_2023-24
Start: 12/31/2023 End: 1/7/2024
Vessel: Magellan Explorer",TRP,Triple Suite,"$15,995.00",1,1.0,0.0
"Classic Antarctica Air-Cruise MAG13-CA_2023-24
Start: 12/31/2023 End: 1/7/2024
Vessel: Magellan Explorer",KAY,Sea Kayaking,$995.00,10,10.0,0.0
"Classic Antarctica Air-Cruise MAG13-CA_2024-25
Start: 12/21/2024 End: 12/28/2024
Vessel: Magellan Explorer",SGL,Single Veranda Cabin,"$29,995.00",3,0.0,3.0
"Classic Antarctica Air-Cruise MAG13-CA_2024-25
Start: 12/21/2024 End: 12/28/2024
Vessel: Magellan Explorer",PEN,Penthouse Suite,"$29,995.00",3,0.0,3.0
"Classic Antarctica Air-Cruise MAG13-CA_2024-25
Start: 12/21/2024 End: 12/28/2024
Vessel: Magellan Explorer",SUT,Suite,"$27,995.00",5,3.0,2.0
"Classic Antarctica Air-Cruise MAG13-CA_2024-25
Start: 12/21/2024 End: 12/28/2024
Vessel: Magellan Explorer",DEL,Deluxe Veranda Cabin,"$24,995.00",16,1.0,15.0
"Classic Antarctica Air-Cruise MAG13-CA_2024-25
Start: 12/21/2024 End: 12/28/2024
Vessel: Magellan Explorer",VER,Veranda Cabin,"$22,995.00",6,1.0,5.0
"Classic Antarctica Air-Cruise MAG13-CA_2024-25
Start: 12/21/2024 End: 12/28/2024
Vessel: Magellan Explorer",VERF,Veranda Cabin - Female Share,"$22,995.00",1,0.0,1.0
"Classic Antarctica Air-Cruise MAG13-CA_2024-25
Start: 12/21/2024 End: 12/28/2024
Vessel: Magellan Explorer",VERM,Veranda Cabin - Male Share,"$22,995.00",1,0.0,1.0
"Classic Antarctica Air-Cruise MAG13-CA_2024-25
Start: 12/21/2024 End: 12/28/2024
Vessel: Magellan Explorer",POR,Porthole Cabin,"$18,795.00",1,0.0,1.0
"Classic Antarctica Air-Cruise MAG13-CA_2024-25
Start: 12/21/2024 End: 12/28/2024
Vessel: Magellan Explorer",PORF,Porthole Cabin - Female Share,"$18,795.00",1,0.5,0.5
"Classic Antarctica Air-Cruise MAG13-CA_2024-25
Start: 12/21/2024 End: 12/28/2024
Vessel: Magellan Explorer",PORM,Porthole Cabin - Male Share,"$18,795.00",1,0.0,1.0
"Classic Antarctica Air-Cruise MAG13-CA_2024-25
Start: 12/21/2024 End: 12/28/2024
Vessel: Magellan Explorer",TRP,Triple Suite,"$19,995.00",1,1.0,0.0
"Classic Antarctica Air-Cruise MAG13-CA_2024-25
Start: 12/21/2024 End: 12/28/2024
Vessel: Magellan Explorer",KAY,Sea Kayaking,$995.00,10,9.0,1.0
"Classic Antarctica Air-Cruise MAG14-CA_2024-25
Start: 12/26/2024 End: 1/2/2025
Vessel: Magellan Explorer",SGL,Single Veranda Cabin,"$29,995.00",3,0.0,3.0
"Classic Antarctica Air-Cruise MAG14-CA_2024-25
Start: 12/26/2024 End: 1/2/2025
Vessel: Magellan Explorer",PEN,Penthouse Suite,"$29,995.00",3,1.0,2.0
"Classic Antarctica Air-Cruise MAG14-CA_2024-25
Start: 12/26/2024 End: 1/2/2025
Vessel: Magellan Explorer",SUT,Suite,"$27,995.00",5,4.0,1.0
"Classic Antarctica Air-Cruise MAG14-CA_2024-25
Start: 12/26/2024 End: 1/2/2025
Vessel: Magellan Explorer",DEL,Deluxe Veranda Cabin,"$24,995.00",16,1.0,15.0
"Classic Antarctica Air-Cruise MAG14-CA_2024-25
Start: 12/26/2024 End: 1/2/2025
Vessel: Magellan Explorer",VER,Veranda Cabin,"$22,995.00",6,3.0,3.0
"Classic Antarctica Air-Cruise MAG14-CA_2024-25
Start: 12/26/2024 End: 1/2/2025
Vessel: Magellan Explorer",VERF,Veranda Cabin - Female Share,"$22,995.00",1,0.0,1.0
"Classic Antarctica Air-Cruise MAG14-CA_2024-25
Start: 12/26/2024 End: 1/2/2025
Vessel: Magellan Explorer",VERM,Veranda Cabin - Male Share,"$22,995.00",1,0.0,1.0
"Classic Antarctica Air-Cruise MAG14-CA_2024-25
Start: 12/26/2024 End: 1/2/2025
Vessel: Magellan Explorer",POR,Porthole Cabin,"$18,795.00",3,2.0,1.0
"Classic Antarctica Air-Cruise MAG14-CA_2024-25
Start: 12/26/2024 End: 1/2/2025
Vessel: Magellan Explorer",TRP,Triple Suite,"$19,995.00",1,1.0,0.0
"Classic Antarctica Air-Cruise MAG14-CA_2024-25
Start: 12/26/2024 End: 1/2/2025
Vessel: Magellan Explorer",KAY,Sea Kayaking,$995.00,10,10.0,0.0
"Classic Antarctica Air-Cruise MAG15-CA_2023-24
Start: 1/14/2024 End: 1/21/2024
Vessel: Magellan Explorer",SGL,Single Veranda Cabin,"$27,995.00",3,3.0,0.0
"Classic Antarctica Air-Cruise MAG15-CA_2023-24
Start: 1/14/2024 End: 1/21/2024
Vessel: Magellan Explorer",GRA,Grand Suite,"$27,995.00",6,6.0,0.0
"Classic Antarctica Air-Cruise MAG15-CA_2023-24
Start: 1/14/2024 End: 1/21/2024
Vessel: Magellan Explorer",PEN,Penthouse Suite,"$24,995.00",3,3.0,0.0
"Classic Antarctica Air-Cruise MAG15-CA_2023-24
Start: 1/14/2024 End: 1/21/2024
Vessel: Magellan Explorer",DEL,Deluxe Veranda Cabin,"$20,795.00",14,14.0,0.0
"Classic Antarctica Air-Cruise MAG15-CA_2023-24
Start: 1/14/2024 End: 1/21/2024
Vessel: Magellan Explorer",VER,Veranda Cabin,"$19,795.00",7,7.0,0.0
"Classic Antarctica Air-Cruise MAG15-CA_2023-24
Start: 1/14/2024 End: 1/21/2024
Vessel: Magellan Explorer",VERF,Veranda Cabin - Female Share,"$19,795.00",1,0.5,0.5
"Classic Antarctica Air-Cruise MAG15-CA_2023-24
Start: 1/14/2024 End: 1/21/2024
Vessel: Magellan Explorer",POR,Porthole Cabin,"$16,595.00",3,3.0,0.0
"Classic Antarctica Air-Cruise MAG15-CA_2023-24
Start: 1/14/2024 End: 1/21/2024
Vessel: Magellan Explorer",PORM,Porthole Cabin - Male Share,"$16,595.00",1,0.5,0.5
"Classic Antarctica Air-Cruise MAG15-CA_2023-24
Start: 1/14/2024 End: 1/21/2024
Vessel: Magellan Explorer",TRP,Triple Suite,"$15,495.00",1,1.0,0.0
"Classic Antarctica Air-Cruise MAG15-CA_2023-24
Start: 1/14/2024 End: 1/21/2024
Vessel: Magellan Explorer",KAY,Sea Kayaking,$995.00,10,10.0,0.0
"Classic Antarctica Air-Cruise MAG15-CA_2024-25
Start: 12/31/2024 End: 1/7/2025
Vessel: Magellan Explorer",SGL,Single Veranda Cabin,"$29,995.00",3,2.0,1.0
"Classic Antarctica Air-Cruise MAG15-CA_2024-25
Start: 12/31/2024 End: 1/7/2025
Vessel: Magellan Explorer",PEN,Penthouse Suite,"$29,995.00",3,0.0,3.0
"Classic Antarctica Air-Cruise MAG15-CA_2024-25
Start: 12/31/2024 End: 1/7/2025
Vessel: Magellan Explorer",SUT,Suite,"$27,995.00",5,2.0,3.0
"Classic Antarctica Air-Cruise MAG15-CA_2024-25
Start: 12/31/2024 End: 1/7/2025
Vessel: Magellan Explorer",DEL,Deluxe Veranda Cabin,"$24,995.00",16,5.0,11.0
"Classic Antarctica Air-Cruise MAG15-CA_2024-25
Start: 12/31/2024 End: 1/7/2025
Vessel: Magellan Explorer",VER,Veranda Cabin,"$22,995.00",7,7.0,0.0
"Classic Antarctica Air-Cruise MAG15-CA_2024-25
Start: 12/31/2024 End: 1/7/2025
Vessel: Magellan Explorer",VERM,Veranda Cabin - Male Share,"$22,995.00",1,0.0,1.0
"Classic Antarctica Air-Cruise MAG15-CA_2024-25
Start: 12/31/2024 End: 1/7/2025
Vessel: Magellan Explorer",POR,Porthole Cabin,"$18,795.00",1,1.0,0.0
"Classic Antarctica Air-Cruise MAG15-CA_2024-25
Start: 12/31/2024 End: 1/7/2025
Vessel: Magellan Explorer",PORF,Porthole Cabin - Female Share,"$18,795.00",1,1.0,0.0
"Classic Antarctica Air-Cruise MAG15-CA_2024-25
Start: 12/31/2024 End: 1/7/2025
Vessel: Magellan Explorer",PORM,Porthole Cabin - Male Share,"$18,795.00",1,0.0,1.0
"Classic Antarctica Air-Cruise MAG15-CA_2024-25
Start: 12/31/2024 End: 1/7/2025
Vessel: Magellan Explorer",TRP,Triple Suite,"$19,995.00",1,1.0,0.0
"Classic Antarctica Air-Cruise MAG15-CA_2024-25
Start: 12/31/2024 End: 1/7/2025
Vessel: Magellan Explorer",KAY,Sea Kayaking,$995.00,10,9.0,1.0
"Classic Antarctica Air-Cruise MAG16-CA_2023-24
Start: 1/19/2024 End: 1/26/2024
Vessel: Magellan Explorer",SGL,Single Veranda Cabin,"$27,995.00",3,3.0,0.0
"Classic Antarctica Air-Cruise MAG16-CA_2023-24
Start: 1/19/2024 End: 1/26/2024
Vessel: Magellan Explorer",GRA,Grand Suite,"$27,995.00",6,6.0,0.0
"Classic Antarctica Air-Cruise MAG16-CA_2023-24
Start: 1/19/2024 End: 1/26/2024
Vessel: Magellan Explorer",PEN,Penthouse Suite,"$24,995.00",3,3.0,0.0
"Classic Antarctica Air-Cruise MAG16-CA_2023-24
Start: 1/19/2024 End: 1/26/2024
Vessel: Magellan Explorer",DEL,Deluxe Veranda Cabin,"$20,795.00",14,14.0,0.0
"Classic Antarctica Air-Cruise MAG16-CA_2023-24
Start: 1/19/2024 End: 1/26/2024
Vessel: Magellan Explorer",VER,Veranda Cabin,"$19,795.00",8,8.0,0.0
"Classic Antarctica Air-Cruise MAG16-CA_2023-24
Start: 1/19/2024 End: 1/26/2024
Vessel: Magellan Explorer",POR,Porthole Cabin,"$16,595.00",3,3.0,0.0
"Classic Antarctica Air-Cruise MAG16-CA_2023-24
Start: 1/19/2024 End: 1/26/2024
Vessel: Magellan Explorer",PORM,Porthole Cabin - Male Share,"$16,595.00",1,1.0,0.0
"Classic Antarctica Air-Cruise MAG16-CA_2023-24
Start: 1/19/2024 End: 1/26/2024
Vessel: Magellan Explorer",TRP,Triple Suite,"$15,495.00",1,1.0,0.0
"Classic Antarctica Air-Cruise MAG16-CA_2023-24
Start: 1/19/2024 End: 1/26/2024
Vessel: Magellan Explorer",KAY,Sea Kayaking,$995.00,10,10.0,0.0
"Classic Antarctica Air-Cruise MAG17-CA_2024-25
Start: 1/14/2025 End: 1/21/2025
Vessel: Magellan Explorer",SGL,Single Veranda Cabin,"$28,995.00",3,3.0,0.0
"Classic Antarctica Air-Cruise MAG17-CA_2024-25
Start: 1/14/2025 End: 1/21/2025
Vessel: Magellan Explorer",PEN,Penthouse Suite,"$28,995.00",3,1.0,2.0
"Classic Antarctica Air-Cruise MAG17-CA_2024-25
Start: 1/14/2025 End: 1/21/2025
Vessel: Magellan Explorer",SUT,Suite,"$27,495.00",5,1.0,4.0
"Classic Antarctica Air-Cruise MAG17-CA_2024-25
Start: 1/14/2025 End: 1/21/2025
Vessel: Magellan Explorer",DEL,Deluxe Veranda Cabin,"$23,995.00",16,9.0,7.0
"Classic Antarctica Air-Cruise MAG17-CA_2024-25
Start: 1/14/2025 End: 1/21/2025
Vessel: Magellan Explorer",VER,Veranda Cabin,"$21,995.00",6,6.0,0.0
"Classic Antarctica Air-Cruise MAG17-CA_2024-25
Start: 1/14/2025 End: 1/21/2025
Vessel: Magellan Explorer",VERF,Veranda Cabin - Female Share,"$21,995.00",1,0.0,1.0
"Classic Antarctica Air-Cruise MAG17-CA_2024-25
Start: 1/14/2025 End: 1/21/2025
Vessel: Magellan Explorer",VERM,Veranda Cabin - Male Share,"$21,995.00",1,0.0,1.0
"Classic Antarctica Air-Cruise MAG17-CA_2024-25
Start: 1/14/2025 End: 1/21/2025
Vessel: Magellan Explorer",POR,Porthole Cabin,"$17,995.00",3,3.0,0.0
"Classic Antarctica Air-Cruise MAG17-CA_2024-25
Start: 1/14/2025 End: 1/21/2025
Vessel: Magellan Explorer",TRP,Triple Suite,"$19,795.00",1,1.0,0.0
"Classic Antarctica Air-Cruise MAG17-CA_2024-25
Start: 1/14/2025 End: 1/21/2025
Vessel: Magellan Explorer",KAY,Sea Kayaking,$995.00,10,8.0,2.0
"Classic Antarctica Air-Cruise MAG18-CA_2023-24
Start: 1/31/2024 End: 2/7/2024
Vessel: Magellan Explorer",SGL,Single Veranda Cabin,"$27,995.00",2,2.0,0.0
"Classic Antarctica Air-Cruise MAG18-CA_2023-24
Start: 1/31/2024 End: 2/7/2024
Vessel: Magellan Explorer",GRA,Grand Suite,"$27,995.00",7,7.0,0.0
"Classic Antarctica Air-Cruise MAG18-CA_2023-24
Start: 1/31/2024 End: 2/7/2024
Vessel: Magellan Explorer",PEN,Penthouse Suite,"$24,995.00",3,3.0,0.0
"Classic Antarctica Air-Cruise MAG18-CA_2023-24
Start: 1/31/2024 End: 2/7/2024
Vessel: Magellan Explorer",DEL,Deluxe Veranda Cabin,"$20,795.00",12,12.0,0.0
"Classic Antarctica Air-Cruise MAG18-CA_2023-24
Start: 1/31/2024 End: 2/7/2024
Vessel: Magellan Explorer",VER,Veranda Cabin,"$19,795.00",9,9.0,0.0
"Classic Antarctica Air-Cruise MAG18-CA_2023-24
Start: 1/31/2024 End: 2/7/2024
Vessel: Magellan Explorer",POR,Porthole Cabin,"$16,595.00",3,3.0,0.0
"Classic Antarctica Air-Cruise MAG18-CA_2023-24
Start: 1/31/2024 End: 2/7/2024
Vessel: Magellan Explorer",PORM,Porthole Cabin - Male Share,"$16,595.00",1,1.0,0.0
"Classic Antarctica Air-Cruise MAG18-CA_2023-24
Start: 1/31/2024 End: 2/7/2024
Vessel: Magellan Explorer",TRP,Triple Suite,"$15,495.00",1,1.0,0.0
"Classic Antarctica Air-Cruise MAG18-CA_2023-24
Start: 1/31/2024 End: 2/7/2024
Vessel: Magellan Explorer",KAY,Sea Kayaking,$995.00,10,10.0,0.0
"Classic Antarctica Air-Cruise MAG18-CA_2024-25
Start: 1/19/2025 End: 1/26/2025
Vessel: Magellan Explorer",SGL,Single Veranda Cabin,"$28,995.00",3,1.0,2.0
"Classic Antarctica Air-Cruise MAG18-CA_2024-25
Start: 1/19/2025 End: 1/26/2025
Vessel: Magellan Explorer",PEN,Penthouse Suite,"$28,995.00",3,0.0,3.0
"Classic Antarctica Air-Cruise MAG18-CA_2024-25
Start: 1/19/2025 End: 1/26/2025
Vessel: Magellan Explorer",SUT,Suite,"$27,495.00",5,1.0,4.0
"Classic Antarctica Air-Cruise MAG18-CA_2024-25
Start: 1/19/2025 End: 1/26/2025
Vessel: Magellan Explorer",DEL,Deluxe Veranda Cabin,"$23,995.00",16,5.0,11.0
"Classic Antarctica Air-Cruise MAG18-CA_2024-25
Start: 1/19/2025 End: 1/26/2025
Vessel: Magellan Explorer",VER,Veranda Cabin,"$21,995.00",8,7.0,1.0
"Classic Antarctica Air-Cruise MAG18-CA_2024-25
Start: 1/19/2025 End: 1/26/2025
Vessel: Magellan Explorer",POR,Porthole Cabin,"$17,995.00",2,2.0,0.0
"Classic Antarctica Air-Cruise MAG18-CA_2024-25
Start: 1/19/2025 End: 1/26/2025
Vessel: Magellan Explorer",PORM,Porthole Cabin - Male Share,"$17,995.00",1,0.0,1.0
"Classic Antarctica Air-Cruise MAG18-CA_2024-25
Start: 1/19/2025 End: 1/26/2025
Vessel: Magellan Explorer",TRP,Triple Suite,"$19,795.00",1,1.0,0.0
"Classic Antarctica Air-Cruise MAG18-CA_2024-25
Start: 1/19/2025 End: 1/26/2025
Vessel: Magellan Explorer",KAY,Sea Kayaking,$995.00,10,6.0,4.0
"Classic Antarctica Air-Cruise MAG19-CA_2023-24
Start: 2/5/2024 End: 2/12/2024
Vessel: Magellan Explorer",SGL,Single Veranda Cabin,"$27,995.00",2,2.0,0.0
"Classic Antarctica Air-Cruise MAG19-CA_2023-24
Start: 2/5/2024 End: 2/12/2024
Vessel: Magellan Explorer",GRA,Grand Suite,"$27,995.00",5,5.0,0.0
"Classic Antarctica Air-Cruise MAG19-CA_2023-24
Start: 2/5/2024 End: 2/12/2024
Vessel: Magellan Explorer",GRA-TPL,Grand Suite - Triple,"$27,995.00",1,1.0,0.0
"Classic Antarctica Air-Cruise MAG19-CA_2023-24
Start: 2/5/2024 End: 2/12/2024
Vessel: Magellan Explorer",PEN,Penthouse Suite,"$24,995.00",3,3.0,0.0
"Classic Antarctica Air-Cruise MAG19-CA_2023-24
Start: 2/5/2024 End: 2/12/2024
Vessel: Magellan Explorer",DEL,Deluxe Veranda Cabin,"$20,795.00",14,13.0,1.0
"Classic Antarctica Air-Cruise MAG19-CA_2023-24
Start: 2/5/2024 End: 2/12/2024
Vessel: Magellan Explorer",VER,Veranda Cabin,"$19,795.00",9,9.0,0.0
"Classic Antarctica Air-Cruise MAG19-CA_2023-24
Start: 2/5/2024 End: 2/12/2024
Vessel: Magellan Explorer",POR,Porthole Cabin,"$16,595.00",2,2.0,0.0
"Classic Antarctica Air-Cruise MAG19-CA_2023-24
Start: 2/5/2024 End: 2/12/2024
Vessel: Magellan Explorer",PORF,Porthole Cabin - Female Share,"$16,595.00",1,0.5,0.5
"Classic Antarctica Air-Cruise MAG19-CA_2023-24
Start: 2/5/2024 End: 2/12/2024
Vessel: Magellan Explorer",PORM,Porthole Cabin - Male Share,"$16,595.00",1,1.0,0.0
"Classic Antarctica Air-Cruise MAG19-CA_2023-24
Start: 2/5/2024 End: 2/12/2024
Vessel: Magellan Explorer",TRP,Triple Suite,"$15,495.00",1,1.0,0.0
"Classic Antarctica Air-Cruise MAG19-CA_2023-24
Start: 2/5/2024 End: 2/12/2024
Vessel: Magellan Explorer",KAY,Sea Kayaking,$995.00,10,9.0,1.0
"Classic Antarctica Air-Cruise MAG20-CA_2023-24
Start: 2/10/2024 End: 2/17/2024
Vessel: Magellan Explorer",SGL,Single Veranda Cabin,"$27,995.00",1,1.0,0.0
"Classic Antarctica Air-Cruise MAG20-CA_2023-24
Start: 2/10/2024 End: 2/17/2024
Vessel: Magellan Explorer",GRA,Grand Suite,"$27,995.00",6,6.0,0.0
"Classic Antarctica Air-Cruise MAG20-CA_2023-24
Start: 2/10/2024 End: 2/17/2024
Vessel: Magellan Explorer",PEN,Penthouse Suite,"$24,995.00",3,3.0,0.0
"Classic Antarctica Air-Cruise MAG20-CA_2023-24
Start: 2/10/2024 End: 2/17/2024
Vessel: Magellan Explorer",DEL,Deluxe Veranda Cabin,"$20,795.00",14,14.0,0.0
"Classic Antarctica Air-Cruise MAG20-CA_2023-24
Start: 2/10/2024 End: 2/17/2024
Vessel: Magellan Explorer",VER,Veranda Cabin,"$19,795.00",10,10.0,0.0
"Classic Antarctica Air-Cruise MAG20-CA_2023-24
Start: 2/10/2024 End: 2/17/2024
Vessel: Magellan Explorer",POR,Porthole Cabin,"$16,595.00",3,3.0,0.0
"Classic Antarctica Air-Cruise MAG20-CA_2023-24
Start: 2/10/2024 End: 2/17/2024
Vessel: Magellan Explorer",PORF,Porthole Cabin - Female Share,"$16,595.00",1,1.0,0.0
"Classic Antarctica Air-Cruise MAG20-CA_2023-24
Start: 2/10/2024 End: 2/17/2024
Vessel: Magellan Explorer",TRP,Triple Suite,"$15,495.00",1,1.0,0.0
"Classic Antarctica Air-Cruise MAG20-CA_2023-24
Start: 2/10/2024 End: 2/17/2024
Vessel: Magellan Explorer",KAY,Sea Kayaking,$995.00,10,10.0,0.0
"Classic Antarctica Air-Cruise MAG21-CA_2024-25
Start: 2/5/2025 End: 2/12/2025
Vessel: Magellan Explorer",SGL,Single Veranda Cabin,"$28,995.00",3,1.0,2.0
"Classic Antarctica Air-Cruise MAG21-CA_2024-25
Start: 2/5/2025 End: 2/12/2025
Vessel: Magellan Explorer",PEN,Penthouse Suite,"$28,995.00",3,0.0,3.0
"Classic Antarctica Air-Cruise MAG21-CA_2024-25
Start: 2/5/2025 End: 2/12/2025
Vessel: Magellan Explorer",SUT,Suite,"$27,495.00",5,3.0,2.0
"Classic Antarctica Air-Cruise MAG21-CA_2024-25
Start: 2/5/2025 End: 2/12/2025
Vessel: Magellan Explorer",DEL,Deluxe Veranda Cabin,"$23,995.00",16,10.0,6.0
"Classic Antarctica Air-Cruise MAG21-CA_2024-25
Start: 2/5/2025 End: 2/12/2025
Vessel: Magellan Explorer",VER,Veranda Cabin,"$21,995.00",6,6.0,0.0
"Classic Antarctica Air-Cruise MAG21-CA_2024-25
Start: 2/5/2025 End: 2/12/2025
Vessel: Magellan Explorer",VERF,Veranda Cabin - Female Share,"$21,995.00",1,0.0,1.0
"Classic Antarctica Air-Cruise MAG21-CA_2024-25
Start: 2/5/2025 End: 2/12/2025
Vessel: Magellan Explorer",VERM,Veranda Cabin - Male Share,"$21,995.00",1,0.0,1.0
"Classic Antarctica Air-Cruise MAG21-CA_2024-25
Start: 2/5/2025 End: 2/12/2025
Vessel: Magellan Explorer",POR,Porthole Cabin,"$17,995.00",1,1.0,0.0
"Classic Antarctica Air-Cruise MAG21-CA_2024-25
Start: 2/5/2025 End: 2/12/2025
Vessel: Magellan Explorer",PORF,Porthole Cabin - Female Share,"$17,995.00",1,0.0,1.0
"Classic Antarctica Air-Cruise MAG21-CA_2024-25
Start: 2/5/2025 End: 2/12/2025
Vessel: Magellan Explorer",PORM,Porthole Cabin - Male Share,"$17,995.00",1,0.0,1.0
"Classic Antarctica Air-Cruise MAG21-CA_2024-25
Start: 2/5/2025 End: 2/12/2025
Vessel: Magellan Explorer",TRP,Triple Suite,"$19,795.00",1,0.0,1.0
"Classic Antarctica Air-Cruise MAG21-CA_2024-25
Start: 2/5/2025 End: 2/12/2025
Vessel: Magellan Explorer",KAY,Sea Kayaking,$995.00,10,2.0,8.0
"Classic Antarctica Air-Cruise MAG22-CA_2024-25
Start: 2/10/2025 End: 2/17/2025
Vessel: Magellan Explorer",SGL,Single Veranda Cabin,"$28,995.00",3,0.0,3.0
"Classic Antarctica Air-Cruise MAG22-CA_2024-25
Start: 2/10/2025 End: 2/17/2025
Vessel: Magellan Explorer",PEN,Penthouse Suite,"$28,995.00",3,0.0,3.0
"Classic Antarctica Air-Cruise MAG22-CA_2024-25
Start: 2/10/2025 End: 2/17/2025
Vessel: Magellan Explorer",SUT,Suite,"$27,495.00",5,1.0,4.0
"Classic Antarctica Air-Cruise MAG22-CA_2024-25
Start: 2/10/2025 End: 2/17/2025
Vessel: Magellan Explorer",DEL,Deluxe Veranda Cabin,"$23,995.00",16,5.0,11.0
"Classic Antarctica Air-Cruise MAG22-CA_2024-25
Start: 2/10/2025 End: 2/17/2025
Vessel: Magellan Explorer",VER,Veranda Cabin,"$21,995.00",6,4.0,2.0
